method,pattern,treatment_level,trial,tau_star,tau_hat,error
MC_NNM_CV,Block,0.2,12,1.9810840277693955,2.0576353380227337,0.0386411223250996
CovPCA,Block,0.2,12,1.9810840277693955,2.2182623043260272,0.1197214622055598
OLS_DID,Block,0.2,12,1.9810840277693955,2.0810776911703504,0.0504742161358713
SDID,Block,0.2,12,1.9810840277693955,2.030718216959991,0.0250540555043904
SC,Block,0.2,12,1.9810840277693955,2.034679664793214,0.0270536919547853
RSC,Block,0.2,12,1.9810840277693955,2.177426532334298,0.0991086202365554
DCPR,Block,0.2,13,1.9810840277693955,1.912879789814574,0.0344277360267328
MC_NNM_CV,Block,0.2,13,1.9810840277693955,1.965159654677106,0.0080382118421394
CovPCA,Block,0.2,13,1.9810840277693955,2.3287367068552047,0.1754860844934727
OLS_DID,Block,0.2,13,1.9810840277693955,1.929062255184319,0.0262592458754262
SDID,Block,0.2,13,1.9810840277693955,2.0031593155110814,0.0111430345367741
SC,Block,0.2,13,1.9810840277693955,2.0168165547822228,0.0180368558384979
RSC,Block,0.2,13,1.9810840277693955,2.260869223727148,0.1412283335971252
DCPR,Block,0.2,14,1.9810840277693955,1.9314908189367008,0.0250333696791922
MC_NNM_CV,Block,0.2,14,1.9810840277693955,1.9200538056751013,0.0308064782910853
CovPCA,Block,0.2,14,1.9810840277693955,2.026822919266978,0.0230878099345855
OLS_DID,Block,0.2,14,1.9810840277693955,1.848554338558616,0.0668975608066465
SDID,Block,0.2,14,1.9810840277693955,1.9953435263598347,0.0071978262358184
SC,Block,0.2,14,1.9810840277693955,1.8844682005808864,0.0487691717434587
RSC,Block,0.2,14,1.9810840277693955,1.931309838822503,0.0251247237619373
DCPR,Block,0.2,15,1.9810840277693955,1.9041239480560517,0.0388474585805414
MC_NNM_CV,Block,0.2,15,1.9810840277693955,1.9253855958176016,0.0281151284706016
CovPCA,Block,0.2,15,1.9810840277693955,2.098387114072787,0.0592115653143038
OLS_DID,Block,0.2,15,1.9810840277693955,1.8885229757648716,0.0467224260592031
SDID,Block,0.2,15,1.9810840277693955,2.03827802474596,0.0288700510300728
SC,Block,0.2,15,1.9810840277693955,2.0207748831422663,0.02003491765948
RSC,Block,0.2,15,1.9810840277693955,2.0412571893077223,0.0303738562801291
DCPR,Block,0.2,16,1.9810840277693955,1.8983085530872343,0.0417829196146526
MC_NNM_CV,Block,0.2,16,1.9810840277693955,1.94068285198844,0.0203934690374769
CovPCA,Block,0.2,16,1.9810840277693955,2.255023433111226,0.138277529626178
OLS_DID,Block,0.2,16,1.9810840277693955,1.882493422240259,0.0497659887956113
SDID,Block,0.2,16,1.9810840277693955,2.002637786075616,0.0108797799609183
SC,Block,0.2,16,1.9810840277693955,1.9448235811198569,0.018303336022736
RSC,Block,0.2,16,1.9810840277693955,2.013842990623093,0.0165358775269027
DCPR,Block,0.2,17,1.9810840277693955,2.018635439065156,0.0189549816006753
MC_NNM_CV,Block,0.2,17,1.9810840277693955,2.007357362615883,0.0132621001826308
CovPCA,Block,0.2,17,1.9810840277693955,2.0575241048221056,0.0385849746811487
OLS_DID,Block,0.2,17,1.9810840277693955,1.97748929377916,0.0018145287831545
SDID,Block,0.2,17,1.9810840277693955,2.016102181418721,0.0176762586333877
SC,Block,0.2,17,1.9810840277693955,2.003693294433861,0.0114125732919681
RSC,Block,0.2,17,1.9810840277693955,2.027227513212598,0.0232920384983155
DCPR,Block,0.2,18,1.9810840277693955,1.790757914368021,0.0960717015197342
MC_NNM_CV,Block,0.2,18,1.9810840277693955,1.902111741132506,0.039863168613705
CovPCA,Block,0.2,18,1.9810840277693955,2.360137514697588,0.1913364004832186
OLS_DID,Block,0.2,18,1.9810840277693955,1.877849664137368,0.0521100378302803
SDID,Block,0.2,18,1.9810840277693955,2.011513684692277,0.0153601041128699
SC,Block,0.2,18,1.9810840277693955,1.9541727203741084,0.0135841322316791
RSC,Block,0.2,18,1.9810840277693955,2.0586186861493263,0.0391374910367791
DCPR,Block,0.2,19,1.9810840277693955,1.9855116395801116,0.0022349439744367
MC_NNM_CV,Block,0.2,19,1.9810840277693955,1.944503570059671,0.018464869332631
CovPCA,Block,0.2,19,1.9810840277693955,2.217527706029185,0.1193506559769772
OLS_DID,Block,0.2,19,1.9810840277693955,1.9429495336428453,0.019249306739143
SDID,Block,0.2,19,1.9810840277693955,1.928702975177194,0.026440601134511
SC,Block,0.2,19,1.9810840277693955,1.9209328627183129,0.030362753022046
RSC,Block,0.2,19,1.9810840277693955,1.9755843801881856,0.0027760799159044
DCPR,Block,0.2,20,1.9810840277693955,2.077623216238204,0.0487304864991049
MC_NNM_CV,Block,0.2,20,1.9810840277693955,1.997913645666143,0.0084951560160207
CovPCA,Block,0.2,20,1.9810840277693955,2.260094733057012,0.1408373907298464
OLS_DID,Block,0.2,20,1.9810840277693955,2.040406595370732,0.02994449845125
SDID,Block,0.2,20,1.9810840277693955,1.929962936410008,0.025804605278125
SC,Block,0.2,20,1.9810840277693955,1.934472015189208,0.0235285388841736
RSC,Block,0.2,20,1.9810840277693955,1.873732861297818,0.0541880934714563
DCPR,Block,0.2,21,1.9810840277693955,1.9293835970209905,0.0260970408239659
MC_NNM_CV,Block,0.2,21,1.9810840277693955,1.9141129860440735,0.0338052504520606
CovPCA,Block,0.2,21,1.9810840277693955,2.3260385343136187,0.1741241167506789
OLS_DID,Block,0.2,21,1.9810840277693955,1.919610461540855,0.0310302669482207
SDID,Block,0.2,21,1.9810840277693955,1.9031015782715357,0.0393635244163088
SC,Block,0.2,21,1.9810840277693955,1.874560708406327,0.0537702176535179
RSC,Block,0.2,21,1.9810840277693955,1.914880410483748,0.0334178744352352
DCPR,Block,0.2,22,1.9810840277693955,2.256084773528064,0.1388132668296284
MC_NNM_CV,Block,0.2,22,1.9810840277693955,2.2140593695801547,0.1175999294048513
CovPCA,Block,0.2,22,1.9810840277693955,2.522910056841883,0.2734997715783705
OLS_DID,Block,0.2,22,1.9810840277693955,2.236131959597563,0.1287416022001547
SDID,Block,0.2,22,1.9810840277693955,2.128287886369593,0.0743047021412527
SC,Block,0.2,22,1.9810840277693955,2.1026316016271016,0.0613540728984438
RSC,Block,0.2,22,1.9810840277693955,2.0796293693602825,0.0497431407297975
DCPR,Block,0.2,23,1.9810840277693955,1.9195425454903057,0.0310645492146955
MC_NNM_CV,Block,0.2,23,1.9810840277693955,1.929676448350871,0.025949217043765
CovPCA,Block,0.2,23,1.9810840277693955,2.313110684709452,0.16759847249584
OLS_DID,Block,0.2,23,1.9810840277693955,1.9292131920852909,0.0261830568300065
SDID,Block,0.2,23,1.9810840277693955,1.9619534900036373,0.0096566008799222
SC,Block,0.2,23,1.9810840277693955,1.898762418499529,0.0415538200883664
RSC,Block,0.2,23,1.9810840277693955,2.012914585312073,0.0160672425280805
DCPR,Block,0.2,24,1.9810840277693955,1.9018615191153287,0.0399894742189543
MC_NNM_CV,Block,0.2,24,1.9810840277693955,1.937252292132517,0.0221251269620454
CovPCA,Block,0.2,24,1.9810840277693955,2.3040431995360926,0.1630214404031785
OLS_DID,Block,0.2,24,1.9810840277693955,1.9300810201356875,0.0257449996662356
SDID,Block,0.2,24,1.9810840277693955,1.9930688402503711,0.0060496234955112
SC,Block,0.2,24,1.9810840277693955,1.975658648950183,0.0027385909649278
RSC,Block,0.2,24,1.9810840277693955,2.015255242614596,0.0172487458210824
DCPR,Block,0.2,25,1.9810840277693955,2.027212617678066,0.0232845196175799
MC_NNM_CV,Block,0.2,25,1.9810840277693955,2.01904594486095,0.0191621943135335
CovPCA,Block,0.2,25,1.9810840277693955,2.266840729879497,0.144242595520721
OLS_DID,Block,0.2,25,1.9810840277693955,2.009971516221504,0.0145816573387018
SDID,Block,0.2,25,1.9810840277693955,1.9833212077657565,0.0011292706240632
SC,Block,0.2,25,1.9810840277693955,2.001061908256268,0.0100843175790815
RSC,Block,0.2,25,1.9810840277693955,1.9189611865257223,0.0313580041900697
DCPR,Block,0.2,26,1.9810840277693955,1.9823902651897676,0.0006593548794812
MC_NNM_CV,Block,0.2,26,1.9810840277693955,1.9909976783903292,0.0050041545345738
CovPCA,Block,0.2,26,1.9810840277693955,2.196619266512596,0.1087966162575562
OLS_DID,Block,0.2,26,1.9810840277693955,1.964705932777414,0.0082672389269737
SDID,Block,0.2,26,1.9810840277693955,1.9572097629927476,0.0120511116348402
SC,Block,0.2,26,1.9810840277693955,1.9849849406619424,0.0019690799773592
RSC,Block,0.2,26,1.9810840277693955,1.7994739217314888,0.0916720863387055
DCPR,Block,0.2,27,1.9810840277693955,2.037662352191812,0.0285592754418001
MC_NNM_CV,Block,0.2,27,1.9810840277693955,2.040232378191811,0.0298565581233894
CovPCA,Block,0.2,27,1.9810840277693955,2.2188674850186434,0.1200269417733788
OLS_DID,Block,0.2,27,1.9810840277693955,2.034657046093181,0.0270422746197728
SDID,Block,0.2,27,1.9810840277693955,2.0281509049667235,0.0237581427832332
SC,Block,0.2,27,1.9810840277693955,2.0290028216493154,0.024188168299895
RSC,Block,0.2,27,1.9810840277693955,2.001021007492473,0.0100636719309307
DCPR,Block,0.2,28,1.9810840277693955,1.9875295487151643,0.0032535323365493
MC_NNM_CV,Block,0.2,28,1.9810840277693955,1.9215480918202672,0.0300522012769759
CovPCA,Block,0.2,28,1.9810840277693955,2.2680854146329903,0.1448708802052907
OLS_DID,Block,0.2,28,1.9810840277693955,1.9515592068722123,0.0149033662799383
SDID,Block,0.2,28,1.9810840277693955,1.8602258081141616,0.0610061047189976
SC,Block,0.2,28,1.9810840277693955,1.827606588474116,0.077471443484448
RSC,Block,0.2,28,1.9810840277693955,1.9924937613238607,0.0057593385209976
DCPR,Block,0.2,29,1.9810840277693955,1.805322339191788,0.0887199564046289
MC_NNM_CV,Block,0.2,29,1.9810840277693955,1.8011058082158151,0.0908483522307868
CovPCA,Block,0.2,29,1.9810840277693955,2.1340186649852195,0.0771974510278704
OLS_DID,Block,0.2,29,1.9810840277693955,1.7900429065759709,0.0964326189679735
SDID,Block,0.2,29,1.9810840277693955,1.8319257124463428,0.0752912613661307
SC,Block,0.2,29,1.9810840277693955,1.844554619672173,0.0689165154952805
RSC,Block,0.2,29,1.9810840277693955,1.8134804583675272,0.084601948757611
DCPR,Block,0.2,30,1.9810840277693955,1.9513155957021695,0.0150263349004652
MC_NNM_CV,Block,0.2,30,1.9810840277693955,1.90631942140624,0.0377392403932188
CovPCA,Block,0.2,30,1.9810840277693955,1.955469170911352,0.0129297175177796
OLS_DID,Block,0.2,30,1.9810840277693955,1.8830629479765184,0.0494785069279689
SDID,Block,0.2,30,1.9810840277693955,1.975040592469841,0.0030505698975115
SC,Block,0.2,30,1.9810840277693955,2.0026752133231174,0.0108986722678455
RSC,Block,0.2,30,1.9810840277693955,1.9656794829981996,0.0077758159448393
DCPR,Block,0.2,31,1.9810840277693955,2.091206294300716,0.0555868731400116
MC_NNM_CV,Block,0.2,31,1.9810840277693955,2.035338107899999,0.0273860570122768
CovPCA,Block,0.2,31,1.9810840277693955,2.0590386065962933,0.0393494560221512
OLS_DID,Block,0.2,31,1.9810840277693955,2.050980508943669,0.0352819366541328
SDID,Block,0.2,31,1.9810840277693955,1.9738769074533955,0.0036379680089161
SC,Block,0.2,31,1.9810840277693955,2.015847962399234,0.0175479354447076
RSC,Block,0.2,31,1.9810840277693955,1.9398661290603147,0.0208057296567525
DCPR,Block,0.2,32,1.9810840277693955,1.873641261438752,0.05423433071217
MC_NNM_CV,Block,0.2,32,1.9810840277693955,1.892087803291597,0.0449229932856526
CovPCA,Block,0.2,32,1.9810840277693955,2.2877758476387657,0.1548101017273308
OLS_DID,Block,0.2,32,1.9810840277693955,1.8672090883719856,0.0574811253844831
SDID,Block,0.2,32,1.9810840277693955,1.97117725680854,0.0050006818600268
SC,Block,0.2,32,1.9810840277693955,1.936955784017572,0.0222747965928077
RSC,Block,0.2,32,1.9810840277693955,2.0292816938664937,0.0243289357854076
DCPR,Block,0.2,33,1.9810840277693955,1.980533887099285,0.0002776967874147
MC_NNM_CV,Block,0.2,33,1.9810840277693955,1.9395229847313424,0.0209789400426637
CovPCA,Block,0.2,33,1.9810840277693955,2.0680184761605407,0.0438822620204703
OLS_DID,Block,0.2,33,1.9810840277693955,1.9312906323204797,0.0251344187076106
SDID,Block,0.2,33,1.9810840277693955,1.9370229252231712,0.0222409054480312
SC,Block,0.2,33,1.9810840277693955,1.9258077779093232,0.0279020218654281
RSC,Block,0.2,33,1.9810840277693955,2.038267636683897,0.0288648074049075
DCPR,Block,0.2,34,1.9810840277693955,1.924299753068749,0.0286632338177915
MC_NNM_CV,Block,0.2,34,1.9810840277693955,1.9468890127135852,0.0172607595520881
CovPCA,Block,0.2,34,1.9810840277693955,2.0829975970408308,0.0514433349837185
OLS_DID,Block,0.2,34,1.9810840277693955,1.897981854501107,0.0419478286147495
SDID,Block,0.2,34,1.9810840277693955,1.946234813470052,0.0175909824171273
SC,Block,0.2,34,1.9810840277693955,1.941097605733782,0.0201841120695097
RSC,Block,0.2,34,1.9810840277693955,1.8762085688172987,0.0529384203204047
DCPR,Block,0.2,35,1.9810840277693955,1.9656278590684084,0.0078018743699578
MC_NNM_CV,Block,0.2,35,1.9810840277693955,1.9460047987879476,0.0177070878820548
CovPCA,Block,0.2,35,1.9810840277693955,2.176841292701803,0.0988132064003467
OLS_DID,Block,0.2,35,1.9810840277693955,1.9556872262202731,0.0128196488352477
SDID,Block,0.2,35,1.9810840277693955,1.9252386865653883,0.0281892844630553
SC,Block,0.2,35,1.9810840277693955,1.8932785077929304,0.0443219564368149
RSC,Block,0.2,35,1.9810840277693955,1.813530962862935,0.0845764553940283
DCPR,Block,0.2,36,1.9810840277693955,2.005865214275404,0.0125089022770582
MC_NNM_CV,Block,0.2,36,1.9810840277693955,1.9935966262535596,0.0063160362250018
CovPCA,Block,0.2,36,1.9810840277693955,2.274045785213684,0.1478795211802042
OLS_DID,Block,0.2,36,1.9810840277693955,1.983236585432927,0.001086555458203
SDID,Block,0.2,36,1.9810840277693955,2.10791033902529,0.0640186430651783
SC,Block,0.2,36,1.9810840277693955,2.0479760237105378,0.0337653501837878
RSC,Block,0.2,36,1.9810840277693955,2.2062892790121875,0.1136777885672837
DCPR,Block,0.2,37,1.9810840277693955,1.9286389262207744,0.0264729313918457
MC_NNM_CV,Block,0.2,37,1.9810840277693955,1.9291951765727915,0.0261921505949589
CovPCA,Block,0.2,37,1.9810840277693955,2.1799452453658383,0.1003800014582678
OLS_DID,Block,0.2,37,1.9810840277693955,1.9064847144603,0.0376558047328717
SDID,Block,0.2,37,1.9810840277693955,1.976253968593882,0.0024380889996633
SC,Block,0.2,37,1.9810840277693955,2.0236948666745214,0.0215088498558558
RSC,Block,0.2,37,1.9810840277693955,2.027277643134021,0.0233173427866345
DCPR,Block,0.2,38,1.9810840277693955,2.2733310583180657,0.1475187455212217
MC_NNM_CV,Block,0.2,38,1.9810840277693955,2.0507470885619377,0.0351641120800815
CovPCA,Block,0.2,38,1.9810840277693955,2.3045523952738605,0.1632784692473013
OLS_DID,Block,0.2,38,1.9810840277693955,2.151876944357729,0.0862118487627396
SDID,Block,0.2,38,1.9810840277693955,1.9950240610123589,0.0070365683875909
SC,Block,0.2,38,1.9810840277693955,2.022574656712889,0.0209433968281548
RSC,Block,0.2,38,1.9810840277693955,2.156655840707125,0.0886241120904978
DCPR,Block,0.2,39,1.9810840277693955,1.9876319278515149,0.003305210677758
MC_NNM_CV,Block,0.2,39,1.9810840277693955,1.967162018317696,0.0070274704437323
CovPCA,Block,0.2,39,1.9810840277693955,2.2174562672194043,0.1193145955127166
OLS_DID,Block,0.2,39,1.9810840277693955,1.9888009693615936,0.0038953126086666
SDID,Block,0.2,39,1.9810840277693955,1.9464739787455851,0.0174702579692084
SC,Block,0.2,39,1.9810840277693955,1.914225890299224,0.033748259302989
RSC,Block,0.2,39,1.9810840277693955,1.9411348604843448,0.0201653068345772
DCPR,Block,0.2,40,1.9810840277693955,2.1005043769865086,0.0602803048952824
MC_NNM_CV,Block,0.2,40,1.9810840277693955,2.029995816571229,0.0246894064644526
CovPCA,Block,0.2,40,1.9810840277693955,2.31844194912122,0.1702895569410414
OLS_DID,Block,0.2,40,1.9810840277693955,2.0840490291595954,0.0519740707344623
SDID,Block,0.2,40,1.9810840277693955,1.9638359966403969,0.0087063601983703
SC,Block,0.2,40,1.9810840277693955,1.9609148248864212,0.0101808921783511
RSC,Block,0.2,40,1.9810840277693955,2.179797580613123,0.1003054641086928
DCPR,Block,0.2,41,1.9810840277693955,2.04148308878981,0.0304878844984789
MC_NNM_CV,Block,0.2,41,1.9810840277693955,2.042252693756148,0.030876361188791
CovPCA,Block,0.2,41,1.9810840277693955,2.2548179841043408,0.1381738242790017
OLS_DID,Block,0.2,41,1.9810840277693955,2.0527920130437782,0.0361963370908212
SDID,Block,0.2,41,1.9810840277693955,2.0015990394745407,0.0103554475315437
SC,Block,0.2,41,1.9810840277693955,1.9638878633421872,0.0086801792282228
RSC,Block,0.2,41,1.9810840277693955,2.054150900385198,0.0368822682892821
DCPR,Block,0.2,42,1.9810840277693955,2.1039310113368592,0.0620099813261246
MC_NNM_CV,Block,0.2,42,1.9810840277693955,2.094281334677071,0.0571390740225846
CovPCA,Block,0.2,42,1.9810840277693955,2.350127031178561,0.1862833672051207
OLS_DID,Block,0.2,42,1.9810840277693955,2.12779676623105,0.0740567973923076
SDID,Block,0.2,42,1.9810840277693955,2.0605408543170336,0.040107751833779
SC,Block,0.2,42,1.9810840277693955,2.0706477568879342,0.0452094549565287
RSC,Block,0.2,42,1.9810840277693955,1.687308950519805,0.14829006399106
DCPR,Block,0.2,43,1.9810840277693955,1.9227599331262744,0.0294404951155912
MC_NNM_CV,Block,0.2,43,1.9810840277693955,1.8716472842251508,0.0552408388590487
CovPCA,Block,0.2,43,1.9810840277693955,2.085403453346838,0.0526577490480812
OLS_DID,Block,0.2,43,1.9810840277693955,1.8621891662933217,0.060015052269107
SDID,Block,0.2,43,1.9810840277693955,1.9062702994020333,0.0377640359109847
SC,Block,0.2,43,1.9810840277693955,1.8804721191512648,0.0507862903379291
RSC,Block,0.2,43,1.9810840277693955,1.7561225977526136,0.1135547139159349
DCPR,Block,0.2,44,1.9810840277693955,1.832883164796209,0.0748079641730559
MC_NNM_CV,Block,0.2,44,1.9810840277693955,1.8293291620011256,0.0766019329019264
CovPCA,Block,0.2,44,1.9810840277693955,2.15865003218913,0.0896307283945273
OLS_DID,Block,0.2,44,1.9810840277693955,1.7958308238136278,0.0935110279821667
SDID,Block,0.2,44,1.9810840277693955,1.9537794405831308,0.013782649702652
SC,Block,0.2,44,1.9810840277693955,1.829499443476635,0.0765159792153981
RSC,Block,0.2,44,1.9810840277693955,2.159141491394697,0.0898788042957399
DCPR,Block,0.2,45,1.9810840277693955,1.911838544735521,0.0349533296231969
MC_NNM_CV,Block,0.2,45,1.9810840277693955,1.929246498721828,0.0261662445009634
CovPCA,Block,0.2,45,1.9810840277693955,2.0519566893386285,0.0357746872801919
OLS_DID,Block,0.2,45,1.9810840277693955,1.9132076647859624,0.0342622332177693
SDID,Block,0.2,45,1.9810840277693955,1.964336127476036,0.0084539070824858
SC,Block,0.2,45,1.9810840277693955,1.9252136108652635,0.028201942028193
RSC,Block,0.2,45,1.9810840277693955,1.9736760521260543,0.0037393545854195
DCPR,Block,0.2,46,1.9810840277693955,2.0349592307083038,0.0271948096010692
MC_NNM_CV,Block,0.2,46,1.9810840277693955,2.0127925544227843,0.0160056444900478
CovPCA,Block,0.2,46,1.9810840277693955,2.264902687759081,0.1432643219627853
OLS_DID,Block,0.2,46,1.9810840277693955,2.022834624593913,0.0210746218935131
SDID,Block,0.2,46,1.9810840277693955,1.9931833734783249,0.0061074369079401
SC,Block,0.2,46,1.9810840277693955,1.9872010228187416,0.0030877009574569
RSC,Block,0.2,46,1.9810840277693955,2.043857901525893,0.0316866285713173
DCPR,Block,0.2,47,1.9810840277693955,2.087567241420881,0.0537499733271688
MC_NNM_CV,Block,0.2,47,1.9810840277693955,2.005538421683826,0.0123439458254404
CovPCA,Block,0.2,47,1.9810840277693955,2.203666428898176,0.1123538416386093
OLS_DID,Block,0.2,47,1.9810840277693955,2.040641257638569,0.0300629498973005
SDID,Block,0.2,47,1.9810840277693955,1.9802901522557936,0.0004007278351011
SC,Block,0.2,47,1.9810840277693955,2.040193974629787,0.029837172998132
RSC,Block,0.2,47,1.9810840277693955,2.1127778042406478,0.0664756136666917
DCPR,Block,0.2,48,1.9810840277693955,1.7177119186922245,0.1329434316694355
MC_NNM_CV,Block,0.2,48,1.9810840277693955,1.8315008575056415,0.0755057171563676
CovPCA,Block,0.2,48,1.9810840277693955,2.159869828983031,0.0902464502805264
OLS_DID,Block,0.2,48,1.9810840277693955,1.7553349455552645,0.1139523003818841
