PRODUCT_ID,DAY,SALES_VALUE,RETAIL_DISC,PROMO
821695,391,0.0,-1.99,1
821695,394,1.99,0.0,0
821695,425,1.5,-0.49,1
821695,439,1.99,0.0,0
821695,451,1.0,-0.99,1
821695,493,1.79,-0.2,1
821695,681,1.5,-0.49,1
821695,704,1.5,-0.49,1
821724,17,4.99,0.0,0
821730,17,0.76,0.0,0
821730,24,0.38,0.0,0
821730,31,0.38,0.0,0
821730,153,0.76,0.0,0
821730,257,0.42,0.0,0
821730,261,0.42,0.0,0
821735,165,0.79,0.0,0
821735,306,1.58,0.0,0
821735,401,0.79,0.0,0
821735,467,1.58,0.0,0
821741,352,8.58,0.0,0
821741,566,4.29,0.0,0
821741,574,4.29,0.0,0
821741,602,4.29,0.0,0
821741,633,4.29,0.0,0
821741,677,4.29,0.0,0
821741,693,4.29,0.0,0
821777,305,1.49,0.0,0
821787,88,1.79,-0.3,1
821788,81,0.99,-0.2,1
821788,94,0.99,-0.2,1
821788,189,1.0,-0.19,1
821788,214,1.0,-0.19,1
821788,243,2.0,-0.38,1
821788,689,1.0,-0.39,1
821815,264,1.0,-0.69,1
821825,145,2.99,0.0,0
821825,181,2.99,0.0,0
821840,204,2.0,-1.09,1
821845,18,2.92,-0.97,1
821845,52,3.11,-0.78,1
821845,166,3.89,0.0,0
821845,210,3.89,0.0,0
821845,246,7.78,0.0,0
821845,609,5.98,-1.8,1
821867,115,0.68,0.0,0
821867,231,0.59,0.0,0
821890,151,2.5,-0.99,1
821923,284,2.49,0.0,0
821923,332,2.49,0.0,0
821970,315,1.77,0.0,0
821974,656,1.09,-0.1,1
821976,162,1.5,-0.5,1
822032,648,13.79,0.0,0
822049,117,2.5,-0.79,1
822049,139,3.04,-0.25,1
822049,237,6.0,-0.98,1
822049,306,3.0,-0.49,1
822049,483,3.29,-0.2,1
822049,544,6.38,-0.6,1
822062,204,3.99,0.0,0
822062,538,3.99,0.0,0
822066,72,3.0,0.0,0
822073,79,1.89,0.0,0
822073,147,1.89,0.0,0
822073,559,1.89,0.0,0
822073,586,1.89,0.0,0
822101,228,1.03,0.0,0
822109,42,6.98,0.0,0
822115,153,2.0,-1.09,1
822115,159,2.0,-1.09,1
822133,243,6.58,0.0,0
822140,94,2.29,-0.7,1
822140,123,1.67,-1.32,1
822140,594,1.88,0.0,0
822161,78,2.19,0.0,0
822161,437,2.39,0.0,0
822174,633,3.69,0.0,0
822174,656,7.38,0.0,0
822178,25,2.19,0.0,0
822178,575,2.29,0.0,0
822181,249,1.67,-0.32,1
822208,592,1.09,0.0,0
822225,587,2.5,-0.29,1
822226,106,3.09,0.0,0
822226,113,3.09,0.0,0
822226,280,2.79,-0.3,1
822226,450,3.19,0.0,0
822226,690,5.98,-0.4,1
822241,126,0.1,-0.1,1
822241,216,0.2,0.0,0
822241,293,0.4,0.0,0
822256,232,3.49,0.0,0
822300,313,3.29,0.0,0
822339,196,1.38,0.0,0
822339,365,0.69,0.0,0
822346,438,5.0,-1.6,1
822346,578,1.0,-0.65,1
822348,113,2.0,-0.99,1
822348,160,2.0,-0.99,1
822348,479,2.99,0.0,0
822348,506,2.99,0.0,0
822407,108,1.39,0.0,0
822407,167,3.0,0.0,0
822407,315,1.0,0.0,0
822407,322,2.0,0.0,0
822407,494,1.0,0.0,0
822407,495,1.0,0.0,0
822407,606,1.0,0.0,0
822470,73,0.38,0.0,0
822470,536,0.42,0.0,0
822499,223,1.89,0.0,0
822517,140,1.39,-1.4,1
822517,448,6.0,-2.97,1
822524,355,4.12,-0.46,1
822524,615,5.18,0.0,0
822558,123,3.59,0.0,0
822558,377,2.99,-0.6,1
822582,26,1.25,-0.14,1
822583,21,7.79,-0.2,1
822613,177,2.09,0.0,0
822613,320,2.09,0.0,0
822613,345,2.09,0.0,0
822618,24,2.79,0.0,0
822627,135,4.59,0.0,0
822627,521,4.59,0.0,0
822629,48,3.89,0.0,0
822646,29,1.79,0.0,0
822646,95,1.5,-0.29,1
822646,158,3.0,-0.58,1
822646,288,1.79,0.0,0
822646,299,1.5,-0.29,1
822646,311,1.5,-0.29,1
822646,315,1.79,0.0,0
822646,353,1.5,-0.39,1
822646,374,1.5,-0.39,1
822646,381,1.5,-0.39,1
822646,395,1.89,0.0,0
822646,419,1.89,0.0,0
822646,436,1.5,-0.39,1
822646,463,3.0,-0.78,1
822646,521,1.5,-0.39,1
822646,549,3.0,-0.78,1
822646,550,1.5,-0.39,1
822646,584,1.89,0.0,0
822646,591,1.89,0.0,0
822646,617,3.34,-0.44,1
822646,655,1.89,0.0,0
822646,672,1.89,0.0,0
822646,680,3.78,0.0,0
822675,82,0.99,0.0,0
822675,448,0.97,0.0,0
822675,577,0.97,0.0,0
822675,656,0.97,0.0,0
822677,101,0.59,0.0,0
822677,157,0.59,0.0,0
822677,169,0.59,0.0,0
822677,178,0.59,0.0,0
822677,240,0.59,0.0,0
822677,252,0.59,0.0,0
822677,330,0.59,0.0,0
822677,435,0.59,0.0,0
822677,530,0.59,0.0,0
822677,581,0.59,0.0,0
822739,197,5.0,-1.58,1
822739,390,2.0,-1.39,1
822781,60,3.99,0.0,0
822785,41,1.29,-0.1,1
822788,615,1.35,0.0,0
822812,25,1.97,-0.22,1
822812,309,2.19,0.0,0
822812,668,2.39,0.0,0
822814,504,5.99,0.0,0
822814,582,6.99,0.0,0
822814,655,5.99,0.0,0
822818,333,14.99,0.0,0
822848,371,2.79,0.0,0
822860,515,2.29,0.0,0
822890,391,5.5,-0.69,1
822890,595,6.19,0.0,0
822892,280,2.99,0.0,0
822936,108,1.78,-0.2,1
822936,123,1.38,-0.6,1
822936,313,0.99,0.0,0
822936,507,0.75,-0.24,1
822941,244,3.59,-0.4,1
822965,38,1.0,-0.59,1
822965,48,1.39,-0.2,1
822965,415,1.5,-0.19,1
822966,287,1.59,0.0,0
822966,504,1.39,-0.4,1
822966,542,2.78,-0.8,1
822966,692,1.59,-0.6,1
822985,280,2.0,-0.49,1
822985,460,2.0,-0.49,1
822985,526,1.67,-0.82,1
822993,505,5.69,0.0,0
823031,446,7.98,0.0,0
823098,544,4.0,-3.98,1
823099,24,2.99,0.0,0
823099,377,2.5,-0.69,1
823129,57,1.99,0.0,0
823278,170,1.59,0.0,0
823336,427,2.0,0.0,0
823348,491,5.92,0.0,0
823351,159,6.99,0.0,0
823358,16,3.99,0.0,0
823365,13,3.29,-0.5,1
823365,359,3.49,-0.3,1
823365,528,3.79,0.0,0
823368,173,0.49,0.0,0
823503,556,2.99,0.0,0
823565,336,2.0,-0.39,1
823565,494,2.0,-0.39,1
823653,79,0.69,0.0,0
823704,103,2.5,-1.29,1
823704,196,2.5,-1.29,1
823704,237,2.5,-1.29,1
823704,308,2.5,-1.29,1
823704,313,4.75,-2.58,1
823704,350,2.5,-1.29,1
823704,406,3.79,0.0,0
823704,700,2.5,-1.29,1
823704,707,5.0,-2.58,1
823709,136,1.65,-0.94,1
823709,146,1.54,0.0,0
823709,212,1.82,0.0,0
823709,344,1.82,0.0,0
823709,349,1.82,0.0,0
823709,357,1.82,0.0,0
823709,568,1.67,-0.15,1
823709,668,1.82,0.0,0
823721,85,2.99,0.0,0
823721,109,2.99,0.0,0
823721,140,2.99,0.0,0
823721,195,2.99,0.0,0
823721,203,2.99,0.0,0
823721,245,2.54,0.0,0
823721,360,2.99,0.0,0
823721,370,2.99,0.0,0
823721,388,2.99,0.0,0
823721,503,2.99,0.0,0
823721,531,2.99,0.0,0
823721,647,2.99,0.0,0
823758,57,1.58,-0.4,1
823758,253,0.69,0.0,0
823758,301,0.69,0.0,0
823758,306,0.69,0.0,0
823758,316,0.69,0.0,0
823758,399,0.69,0.0,0
823758,403,0.69,0.0,0
823758,425,0.69,0.0,0
823758,434,0.69,0.0,0
823758,462,0.59,-0.1,1
823758,469,0.59,-0.1,1
823758,529,0.59,-0.03,1
823758,586,0.59,-0.03,1
823758,600,0.59,-0.03,1
823758,610,0.59,-0.03,1
823758,620,0.59,-0.03,1
823758,621,0.59,-0.03,1
823758,693,0.62,0.0,0
823775,3,4.99,-1.2,1
823775,163,4.99,-1.2,1
823775,215,4.99,-1.2,1
823775,273,4.99,-1.2,1
823775,319,5.19,-1.0,1
823775,335,3.99,-2.2,1
823775,341,3.99,-2.2,1
823775,360,5.19,-1.0,1
823775,370,5.19,-1.0,1
823775,420,5.19,-1.0,1
823775,471,5.19,-1.0,1
823775,478,10.38,-2.0,1
823775,542,5.19,-1.0,1
823775,606,5.19,-1.8,1
823775,631,5.19,-1.8,1
823775,646,5.79,-1.2,1
823775,656,5.79,-1.2,1
823775,668,5.79,-1.2,1
823775,691,6.99,0.0,0
823775,705,6.99,0.0,0
823788,165,0.8,-0.39,1
823788,444,1.0,-0.19,1
823788,640,1.0,-0.39,1
823790,100,3.6,-0.38,1
823790,313,1.99,0.0,0
823790,319,1.99,0.0,0
823798,452,6.39,0.0,0
823850,86,0.99,-0.2,1
823862,36,4.59,-0.4,1
823862,58,4.59,-0.4,1
823862,77,4.53,-0.46,1
823862,212,3.99,-1.0,1
823862,219,4.59,-0.4,1
823862,235,4.59,-0.4,1
823862,248,4.59,-0.4,1
823862,338,4.53,-0.46,1
823862,367,4.59,-0.4,1
823862,549,4.59,-0.4,1
823862,593,3.99,-1.0,1
823862,607,4.53,-0.46,1
823862,695,4.53,-0.46,1
823862,710,4.49,-0.5,1
823910,459,7.99,0.0,0
823910,688,8.99,0.0,0
823951,70,1.79,-0.2,1
823990,152,3.98,0.0,0
823990,157,5.1,0.0,0
823990,264,4.4,-3.31,1
823990,375,2.81,-2.82,1
823990,406,3.34,-2.52,1
824005,44,1.99,0.0,0
824005,55,1.99,0.0,0
824005,60,1.99,0.0,0
824005,67,1.99,0.0,0
824005,85,1.99,0.0,0
824005,89,1.99,0.0,0
824005,110,1.99,0.0,0
824005,112,1.99,0.0,0
824005,113,1.99,0.0,0
824005,125,1.99,0.0,0
824005,130,1.99,0.0,0
824005,146,1.99,0.0,0
824005,161,3.98,0.0,0
824005,214,1.99,0.0,0
824005,249,1.5,-0.49,1
824005,258,1.99,0.0,0
824005,264,1.99,0.0,0
824005,274,1.5,-0.49,1
824005,281,3.98,0.0,0
824005,282,1.99,0.0,0
824005,292,1.99,0.0,0
824005,374,1.99,0.0,0
824005,384,1.99,0.0,0
824005,388,1.99,0.0,0
824005,420,1.0,-0.99,1
824005,426,1.99,0.0,0
824005,431,1.99,0.0,0
824005,440,1.99,0.0,0
824005,446,1.99,0.0,0
824005,450,1.5,-0.49,1
824005,461,1.99,0.0,0
824005,475,1.99,0.0,0
824005,488,1.99,0.0,0
824005,495,1.99,0.0,0
824005,497,1.99,0.0,0
824005,502,1.99,0.0,0
824005,516,1.99,0.0,0
824005,520,1.5,-0.49,1
824005,531,1.99,0.0,0
824005,546,1.0,-0.99,1
824005,549,2.0,-1.98,1
824005,554,3.98,0.0,0
824005,579,1.99,0.0,0
824005,614,1.67,-0.32,1
824005,617,1.99,0.0,0
824005,644,3.98,0.0,0
824005,646,1.99,0.0,0
824005,659,1.99,0.0,0
824005,662,1.99,0.0,0
824005,670,1.67,-0.32,1
824005,685,1.99,0.0,0
824005,689,1.99,0.0,0
824005,690,1.99,0.0,0
824005,691,1.99,0.0,0
824005,698,1.99,0.0,0
824005,711,1.99,0.0,0
824019,492,3.39,0.0,0
824022,370,3.99,0.0,0
824022,418,3.99,0.0,0
824022,432,4.29,0.0,0
824022,444,4.29,0.0,0
824022,471,4.29,0.0,0
824022,563,4.29,0.0,0
824022,683,3.99,0.0,0
824037,47,2.29,0.0,0
824037,237,1.34,-0.95,1
824037,294,1.5,-0.79,1
824037,322,3.33,-1.25,1
824037,335,2.29,0.0,0
824037,341,4.58,0.0,0
824037,466,2.29,0.0,0
824037,491,2.29,0.0,0
824037,526,1.89,-0.4,1
824037,630,1.89,-0.4,1
824037,641,1.89,-0.4,1
824037,679,1.89,-0.4,1
824072,425,2.59,0.0,0
824072,578,2.0,-0.59,1
824072,655,2.59,0.0,0
824073,17,1.0,-0.99,1
824073,160,1.99,0.0,0
824073,204,1.99,0.0,0
824073,233,1.99,0.0,0
824073,506,1.5,-0.35,1
824073,534,1.0,-0.85,1
824074,269,4.75,0.0,0
824080,108,2.19,-0.2,1
824188,118,2.59,0.0,0
824197,678,5.98,0.0,0
824252,520,6.99,0.0,0
824256,403,0.89,0.0,0
824256,466,0.89,0.0,0
824272,66,11.98,0.0,0
824272,591,6.99,0.0,0
824272,647,6.99,0.0,0
824303,85,2.99,0.0,0
824303,94,5.0,0.0,0
824303,151,2.5,0.0,0
824303,154,2.99,0.0,0
824303,460,2.99,0.0,0
824305,110,2.5,-0.49,1
824305,125,4.0,-1.98,1
824305,131,4.0,-1.98,1
824305,139,5.0,-0.98,1
824305,147,2.99,0.0,0
824305,180,2.5,-0.49,1
824305,183,2.5,-0.49,1
824305,232,3.19,0.0,0
824305,259,2.5,-0.69,1
824305,271,2.5,-0.69,1
824305,284,2.5,-0.69,1
824305,292,3.19,0.0,0
