user_id,order_id,day,sku_id
16,8216,734765,321
16,8216,734765,345
16,8216,734765,349
16,8216,734765,346
16,10608,734793,152
16,10608,734793,187
16,10608,734793,232
16,10608,734793,234
16,10608,734793,239
16,10608,734793,251
16,10608,734793,259
16,10608,734793,363
16,10608,734793,365
16,10608,734793,372
16,10608,734793,376
16,14965,734865,115
16,14965,734865,190
16,14965,734865,191
16,14965,734865,213
16,14965,734865,223
16,14965,734865,232
16,14965,734865,234
16,14965,734865,239
16,14965,734865,251
16,14965,734865,270
16,14965,734865,263
16,14965,734865,260
16,14965,734865,268
16,14965,734865,278
16,14965,734865,267
16,14965,734865,265
16,14965,734865,283
16,14965,734865,290
16,14965,734865,324
16,14965,734865,328
16,14965,734865,329
16,14965,734865,363
16,16023,734886,39
16,16023,734886,234
16,16023,734886,232
16,16023,734886,233
16,16023,734886,239
16,16023,734886,243
16,16023,734886,331
16,16023,734886,363
16,19362,734933,152
16,19362,734933,181
16,19362,734933,234
16,19362,734933,232
16,19362,734933,244
16,19362,734933,243
16,19362,734933,344
17,16,734474,203
17,16,734474,211
17,16,734474,251
17,16,734474,346
17,16,734474,383
18,17,734474,133
18,17,734474,229
18,17,734474,268
18,17,734474,291
18,17,734474,324
18,17,734474,326
19,19,734475,92
20,20,734475,86
20,20,734475,118
20,20,734475,286
21,21,734475,68
21,21,734475,131
21,21,734475,158
21,21,734475,213
21,21,734475,214
21,21,734475,230
21,21,734475,243
22,22,734475,131
22,22,734475,181
22,22,734475,204
22,22,734475,229
22,22,734475,286
22,22,734475,295
22,22,734475,324
22,22,734475,347
22,51,734499,95
22,51,734499,131
22,51,734499,181
22,51,734499,177
22,51,734499,211
22,51,734499,204
22,51,734499,230
22,51,734499,229
22,51,734499,261
22,51,734499,286
22,51,734499,293
22,51,734499,295
22,51,734499,324
22,51,734499,346
22,51,734499,372
23,23,734475,40
23,23,734475,203
23,23,734475,251
23,23,734475,289
24,24,734476,214
24,24,734476,324
25,25,734476,39
25,25,734476,121
25,25,734476,205
25,25,734476,229
25,25,734476,230
25,25,734476,232
25,25,734476,234
25,25,734476,267
25,25,734476,324
25,25,734476,363
25,76,734512,63
25,76,734512,100
25,76,734512,181
25,76,734512,177
25,76,734512,215
25,76,734512,205
25,76,734512,234
25,76,734512,229
25,76,734512,232
25,76,734512,238
25,76,734512,278
25,76,734512,286
25,76,734512,363
25,114,734524,70
25,114,734524,106
25,114,734524,160
25,114,734524,188
25,114,734524,211
25,114,734524,234
25,114,734524,229
25,114,734524,232
25,114,734524,230
25,114,734524,263
25,114,734524,279
25,114,734524,260
25,114,734524,286
25,114,734524,324
25,114,734524,373
25,114,734524,375
25,283,734576,23
25,283,734576,49
25,283,734576,158
25,283,734576,229
25,283,734576,230
25,283,734576,234
25,283,734576,266
25,283,734576,278
25,283,734576,324
25,283,734576,327
25,283,734576,363
25,283,734576,361
25,283,734576,347
25,472,734597,45
25,472,734597,164
25,472,734597,215
25,472,734597,211
25,472,734597,229
25,472,734597,232
25,472,734597,251
25,472,734597,266
25,472,734597,269
25,472,734597,260
25,472,734597,324
25,472,734597,331
25,472,734597,327
25,472,734597,372
25,1196,734633,162
25,1196,734633,169
25,1196,734633,172
25,1196,734633,232
25,1196,734633,233
25,1196,734633,266
25,1196,734633,278
25,1196,734633,283
25,1196,734633,269
25,1196,734633,263
25,1196,734633,331
25,1196,734633,327
25,3625,734698,23
25,3625,734698,63
25,3625,734698,171
25,3625,734698,232
25,3625,734698,263
25,3625,734698,269
25,3625,734698,267
25,3625,734698,260
25,3625,734698,363
25,3625,734698,373
25,3625,734698,375
25,3625,734698,376
25,3846,734705,39
25,3846,734705,70
25,3846,734705,165
25,3846,734705,215
25,3846,734705,212
25,3846,734705,205
25,3846,734705,260
25,3846,734705,263
25,3846,734705,270
25,3846,734705,286
25,3846,734705,291
25,3846,734705,324
25,10599,734793,39
25,10599,734793,49
25,10599,734793,215
25,10599,734793,232
25,10599,734793,229
25,10599,734793,251
25,10599,734793,263
25,10599,734793,269
25,10599,734793,258
25,10599,734793,260
25,10599,734793,291
25,10599,734793,324
25,10599,734793,327
25,10599,734793,370
25,10599,734793,360
25,10599,734793,363
25,14896,734864,63
25,14896,734864,169
25,14896,734864,171
25,14896,734864,230
25,14896,734864,232
25,14896,734864,229
25,14896,734864,273
25,14896,734864,270
25,14896,734864,264
25,14896,734864,263
25,14896,734864,269
25,14896,734864,260
25,14896,734864,286
25,14896,734864,324
25,14896,734864,327
25,14896,734864,376
25,18505,734918,39
25,18505,734918,57
25,18505,734918,49
25,18505,734918,65
25,18505,734918,67
25,18505,734918,171
25,18505,734918,188
25,18505,734918,205
25,18505,734918,232
25,18505,734918,260
25,18505,734918,270
25,18505,734918,258
25,18505,734918,331
25,18505,734918,324
25,18505,734918,363
25,18505,734918,372
26,26,734477,214
26,26,734477,211
26,26,734477,251
26,26,734477,286
26,193,734549,41
26,193,734549,48
26,193,734549,162
26,193,734549,167
26,193,734549,169
26,193,734549,251
26,193,734549,273
26,193,734549,278
26,193,734549,331
26,193,734549,363
27,27,734477,11
28,28,734479,203
29,30,734481,32
29,30,734481,91
29,30,734481,211
29,30,734481,292
29,30,734481,359
29,30,734481,346
30,31,734481,191
30,3246,734689,52
30,3246,734689,45
30,3246,734689,191
30,3246,734689,211
30,3246,734689,251
30,3246,734689,261
30,3246,734689,324
30,3246,734689,349
30,3246,734689,346
31,32,734481,53
31,32,734481,94
31,32,734481,211
31,32,734481,231
31,32,734481,261
31,32,734481,341
31,32,734481,346
31,66,734506,204
31,66,734506,207
31,66,734506,251
31,66,734506,286
31,66,734506,341
31,70,734506,53
31,70,734506,203
31,70,734506,211
31,70,734506,231
31,70,734506,238
31,70,734506,245
31,70,734506,251
31,70,734506,372
31,203,734551,52
31,203,734551,159
31,203,734551,231
31,203,734551,238
31,203,734551,278
31,203,734551,275
31,203,734551,324
31,203,734551,341
31,203,734551,370
31,203,734551,346
31,311,734578,53
31,311,734578,63
31,311,734578,158
31,311,734578,203
31,311,734578,254
31,311,734578,324
31,311,734578,341
31,311,734578,372
31,503,734600,53
31,503,734600,63
31,503,734600,139
31,503,734600,207
31,503,734600,230
31,503,734600,229
31,503,734600,238
31,503,734600,254
31,503,734600,342
31,503,734600,372
31,503,734600,376
31,503,734600,373
31,565,734603,53
31,565,734603,122
31,565,734603,164
31,565,734603,187
31,565,734603,211
31,565,734603,238
31,565,734603,239
31,565,734603,251
31,565,734603,259
31,565,734603,324
31,565,734603,346
31,1160,734632,158
31,1160,734632,168
31,1160,734632,172
31,1160,734632,171
31,1160,734632,232
31,1160,734632,324
31,1160,734632,341
31,2455,734668,52
31,2455,734668,53
31,2455,734668,232
31,2455,734668,282
31,2455,734668,269
31,2455,734668,265
31,3829,734705,53
31,3829,734705,70
31,3829,734705,211
31,3829,734705,203
31,3829,734705,207
31,3829,734705,254
31,3829,734705,260
31,3829,734705,263
31,3829,734705,270
31,3829,734705,286
31,3829,734705,324
31,6811,734742,53
31,6811,734742,94
31,6811,734742,211
31,6811,734742,221
31,6811,734742,220
31,6811,734742,238
31,6811,734742,324
31,6811,734742,341
31,6811,734742,352
31,8096,734764,171
31,8096,734764,213
31,8096,734764,324
31,8096,734764,341
31,10036,734780,45
31,10036,734780,63
31,10036,734780,245
31,10036,734780,282
31,10036,734780,346
31,10036,734780,361
31,10036,734780,352
31,13353,734830,53
31,13353,734830,211
31,13353,734830,229
31,13353,734830,254
31,13353,734830,251
31,14445,734855,53
31,14445,734855,100
31,14445,734855,158
31,14445,734855,231
31,14445,734855,233
31,14445,734855,238
31,19225,734930,53
31,19225,734930,94
31,19225,734930,211
31,19225,734930,203
31,19225,734930,207
31,19225,734930,229
31,19225,734930,232
31,19225,734930,254
31,19225,734930,282
31,19225,734930,341
32,33,734482,97
32,33,734482,191
32,33,734482,251
32,33,734482,286
32,33,734482,291
33,34,734482,11
33,34,734482,10
33,34,734482,32
33,34,734482,190
33,34,734482,191
33,34,734482,213
33,34,734482,251
33,74,734510,11
33,74,734510,6
33,74,734510,10
33,74,734510,32
33,74,734510,191
33,155,734537,11
33,155,734537,10
33,155,734537,32
33,155,734537,131
33,155,734537,191
33,155,734537,213
33,155,734537,293
33,155,734537,286
33,155,734537,319
33,155,734537,337
33,205,734553,11
33,205,734553,10
33,205,734553,191
33,264,734573,11
33,264,734573,10
33,264,734573,32
33,264,734573,86
33,264,734573,131
33,264,734573,191
33,380,734585,10
33,380,734585,191
33,380,734585,190
33,380,734585,213
33,688,734611,10
33,688,734611,39
33,688,734611,32
33,688,734611,191
33,1282,734638,10
33,1282,734638,32
33,1282,734638,191
33,1282,734638,319
33,1862,734654,10
33,1862,734654,32
33,1862,734654,191
33,2330,734663,39
33,2330,734663,69
33,2330,734663,103
33,2330,734663,384
33,2921,734677,10
33,2921,734677,191
33,2921,734677,213
33,2921,734677,211
33,3669,734700,10
33,3669,734700,39
33,3669,734700,32
33,3669,734700,191
33,4373,734718,10
33,4373,734718,39
33,4373,734718,191
33,4373,734718,213
33,4373,734718,212
33,8829,734769,10
33,8829,734769,32
33,8829,734769,191
33,8829,734769,319
33,11532,734805,10
33,11532,734805,32
33,11532,734805,191
33,14862,734864,10
33,14862,734864,32
33,14862,734864,191
33,18270,734914,11
33,18270,734914,10
33,18270,734914,32
33,18270,734914,191
33,20370,734944,11
33,20370,734944,10
33,20370,734944,32
33,20370,734944,191
33,20370,734944,319
34,35,734482,39
34,35,734482,105
34,35,734482,191
34,35,734482,231
34,35,734482,268
34,35,734482,324
34,53,734499,6
34,53,734499,191
34,53,734499,232
34,53,734499,230
34,53,734499,268
34,101,734522,6
34,101,734522,39
34,101,734522,131
34,101,734522,191
34,101,734522,230
34,101,734522,239
34,101,734522,324
34,101,734522,363
34,145,734510,11
34,145,734510,10
34,145,734510,145
34,145,734510,169
34,145,734510,191
34,145,734510,232
34,145,734510,229
34,145,734510,283
34,145,734510,308
34,145,734510,331
34,145,734510,364
34,145,734510,363
34,156,734538,6
34,156,734538,10
34,156,734538,39
34,156,734538,97
34,156,734538,139
34,156,734538,156
34,156,734538,191
34,156,734538,203
34,156,734538,233
34,156,734538,283
34,156,734538,275
34,156,734538,324
34,156,734538,337
34,245,734569,6
34,245,734569,32
34,245,734569,145
34,245,734569,188
34,245,734569,191
34,245,734569,268
34,245,734569,286
34,245,734569,324
34,327,734579,49
34,327,734579,91
34,327,734579,187
34,327,734579,191
34,327,734579,211
34,327,734579,268
34,327,734579,279
34,327,734579,262
34,577,734604,6
34,577,734604,10
34,577,734604,39
34,577,734604,36
34,577,734604,97
34,577,734604,191
34,577,734604,232
34,577,734604,230
34,577,734604,244
34,1095,734626,6
34,1095,734626,10
34,1095,734626,24
34,1095,734626,91
34,1095,734626,188
34,1095,734626,191
34,1095,734626,211
34,1095,734626,233
34,1095,734626,230
34,1095,734626,244
34,1095,734626,363
34,1415,734641,105
34,1415,734641,191
34,1415,734641,251
34,1415,734641,283
34,1415,734641,275
34,1415,734641,290
34,2799,734674,32
34,2799,734674,80
34,2799,734674,97
34,2799,734674,191
34,2799,734674,211
34,2799,734674,233
34,2799,734674,230
34,2799,734674,268
34,2799,734674,283
34,3425,734693,10
34,3425,734693,45
34,3425,734693,82
34,3425,734693,89
34,3425,734693,121
34,3425,734693,191
34,3425,734693,211
34,3425,734693,203
34,3425,734693,233
34,3425,734693,244
34,3425,734693,277
34,3425,734693,283
34,3425,734693,303
34,4081,734712,10
34,4081,734712,32
34,4081,734712,165
34,4081,734712,191
34,4081,734712,233
34,4081,734712,230
34,4081,734712,278
34,4081,734712,308
34,4081,734712,375
34,5461,734731,39
34,5461,734731,324
34,5461,734731,344
34,5461,734731,363
34,6012,734733,10
34,7513,734750,70
34,7513,734750,89
34,7513,734750,155
34,7513,734750,191
34,7513,734750,251
34,7513,734750,283
34,7513,734750,324
34,7513,734750,363
34,8961,734772,83
34,8961,734772,89
34,8961,734772,191
34,8961,734772,233
34,8961,734772,244
34,8961,734772,268
34,8961,734772,303
34,9172,734773,10
34,9172,734773,32
34,9172,734773,211
34,9172,734773,230
34,10540,734790,6
34,10540,734790,45
34,10540,734790,89
34,10540,734790,159
34,10540,734790,242
34,10540,734790,251
34,10540,734790,262
34,13003,734823,10
34,13003,734823,155
34,13003,734823,174
34,13003,734823,191
34,13443,734832,39
34,13443,734832,62
34,13443,734832,191
34,13443,734832,229
34,13443,734832,230
34,13443,734832,239
34,13443,734832,321
34,14821,734864,5
34,14821,734864,10
34,14821,734864,48
34,14821,734864,90
34,14821,734864,191
34,14821,734864,251
34,14821,734864,308
34,14985,734866,5
34,15276,734873,11
34,15276,734873,10
34,15276,734873,21
34,15276,734873,39
34,15276,734873,155
34,15276,734873,233
34,15276,734873,245
34,15276,734873,283
34,16083,734888,70
34,16083,734888,89
34,16083,734888,116
34,16083,734888,156
34,16083,734888,181
34,16083,734888,204
34,16083,734888,203
34,16083,734888,270
34,16083,734888,308
34,16083,734888,363
34,18087,734912,49
34,18087,734912,53
34,18087,734912,186
34,18087,734912,187
34,18087,734912,220
34,18087,734912,222
34,18943,734923,32
34,18943,734923,230
34,18943,734923,251
34,18943,734923,278
34,18943,734923,268
34,18943,734923,303
34,18943,734923,321
34,18943,734923,368
35,36,734483,207
35,36,734483,203
36,37,734484,41
36,5451,734731,222
36,5451,734731,279
36,5451,734731,324
36,12996,734823,169
36,12996,734823,251
36,20469,734946,45
36,20469,734946,122
36,20469,734946,229
36,20469,734946,270
36,20469,734946,260
36,20469,734946,263
36,20469,734946,282
36,20469,734946,261
36,20469,734946,331
36,20469,734946,361
37,38,734485,86
37,38,734485,100
37,38,734485,133
37,38,734485,251
37,38,734485,288
38,39,734486,160
38,39,734486,254
38,39,734486,273
38,39,734486,308
38,39,734486,363
39,40,734486,95
39,40,734486,96
39,40,734486,245
39,40,734486,363
39,60,734503,169
39,60,734503,214
39,60,734503,245
39,60,734503,300
39,60,734503,324
39,60,734503,369
39,2418,734665,96
39,2418,734665,188
39,2418,734665,232
39,2418,734665,245
39,2418,734665,258
39,2418,734665,270
39,2418,734665,282
39,2418,734665,278
39,2418,734665,260
39,2418,734665,263
39,2418,734665,363
39,11113,734801,95
39,11113,734801,96
39,11113,734801,231
39,11113,734801,273
39,11113,734801,278
39,11113,734801,270
39,11113,734801,260
39,11113,734801,263
39,11113,734801,282
39,11113,734801,363
40,41,734492,380
41,42,734492,340
41,42,734492,339
41,42,734492,342
41,42,734492,372
42,43,734492,211
43,44,734492,6
43,44,734492,10
43,44,734492,39
43,44,734492,191
43,44,734492,346
43,63,734506,11
43,63,734506,6
43,63,734506,10
43,63,734506,16
43,63,734506,39
43,63,734506,48
43,63,734506,106
43,63,734506,346
43,63,734506,372
43,84,734515,6
43,84,734515,191
43,84,734515,251
43,84,734515,258
43,84,734515,322
43,225,734563,6
43,225,734563,10
43,225,734563,39
43,225,734563,191
43,225,734563,270
43,225,734563,337
43,225,734563,346
43,381,734585,6
43,381,734585,11
43,381,734585,10
43,381,734585,231
43,381,734585,229
43,381,734585,273
43,381,734585,258
43,381,734585,261
43,381,734585,346
43,381,734585,372
43,399,734588,91
43,399,734588,191
43,399,734588,211
43,399,734588,238
43,399,734588,239
43,399,734588,251
43,399,734588,259
43,399,734588,261
43,399,734588,292
43,399,734588,320
43,399,734588,324
43,399,734588,346
43,466,734597,48
43,466,734597,90
43,466,734597,203
43,466,734597,286
43,1392,734638,6
43,1392,734638,191
43,2891,734677,11
43,2891,734677,191
43,2892,734677,11
43,2892,734677,270
43,2892,734677,263
43,2893,734677,11
43,2893,734677,171
43,3342,734691,6
43,3342,734691,191
43,3342,734691,211
43,3342,734691,233
43,3342,734691,232
43,3342,734691,239
43,3342,734691,251
43,3342,734691,292
43,3342,734691,324
43,3342,734691,346
43,3342,734691,372
43,9804,734777,62
43,9804,734777,131
43,9804,734777,191
43,9804,734777,203
43,9804,734777,232
43,9804,734777,270
43,9804,734777,263
43,9804,734777,322
43,9804,734777,324
43,9804,734777,372
43,14967,734865,39
43,14967,734865,63
43,14967,734865,92
43,14967,734865,131
43,14967,734865,132
43,14967,734865,191
43,14967,734865,211
43,14967,734865,213
43,14967,734865,203
43,14967,734865,239
43,14967,734865,251
43,14967,734865,346
43,16626,734894,92
43,16626,734894,213
43,16626,734894,232
43,16626,734894,251
43,16626,734894,270
43,16626,734894,337
43,17913,734912,6
43,17913,734912,191
43,17913,734912,211
43,17913,734912,320
44,45,734493,25
44,45,734493,64
44,45,734493,71
44,45,734493,96
44,45,734493,105
44,45,734493,107
44,45,734493,115
44,45,734493,190
44,45,734493,191
44,45,734493,201
44,45,734493,231
44,45,734493,298
44,45,734493,372
44,78,734513,11
44,78,734513,25
44,78,734513,70
44,78,734513,191
44,78,734513,243
44,78,734513,238
44,78,734513,278
44,78,734513,286
44,78,734513,298
44,78,734513,331
44,78,734513,338
44,259,734572,10
44,259,734572,25
44,259,734572,191
44,259,734572,204
44,259,734572,230
44,259,734572,233
44,259,734572,229
44,259,734572,238
44,259,734572,270
44,259,734572,275
44,259,734572,278
44,259,734572,324
44,259,734572,336
44,3421,734693,10
44,3421,734693,25
44,3421,734693,96
44,3421,734693,191
44,3421,734693,232
44,3421,734693,233
44,3421,734693,372
44,14221,734850,10
44,14221,734850,25
44,14221,734850,122
44,14221,734850,229
44,14221,734850,233
44,14221,734850,352
44,14221,734850,348
45,46,734493,84
45,46,734493,121
45,46,734493,117
45,46,734493,177
45,46,734493,232
46,47,734493,10
46,47,734493,39
46,47,734493,205
46,47,734493,217
46,47,734493,299
46,47,734493,291
46,47,734493,324
46,47,734493,346
46,742,734615,10
46,742,734615,48
46,742,734615,40
46,742,734615,86
46,742,734615,217
46,742,734615,203
46,742,734615,282
46,742,734615,291
46,742,734615,362
47,48,734494,57
48,49,734494,10
48,49,734494,18
48,49,734494,96
48,49,734494,324
48,49,734494,363
48,49,734494,346
48,71,734508,10
48,71,734508,39
48,71,734508,158
48,71,734508,191
48,71,734508,229
48,71,734508,232
48,71,734508,270
48,71,734508,346
48,182,734546,11
48,182,734546,10
48,182,734546,39
48,182,734546,158
48,182,734546,191
48,182,734546,205
48,182,734546,232
48,182,734546,261
48,182,734546,324
48,219,734560,10
48,219,734560,39
48,219,734560,158
48,219,734560,270
48,219,734560,324
48,219,734560,363
48,219,734560,346
48,1661,734648,10
48,1661,734648,57
48,1661,734648,52
48,1661,734648,103
48,1661,734648,158
48,1661,734648,191
48,1661,734648,233
48,1661,734648,230
48,1661,734648,232
48,1661,734648,242
48,1661,734648,275
48,1661,734648,270
48,1661,734648,324
48,1661,734648,360
48,4126,734713,10
48,4126,734713,32
48,4126,734713,49
48,4126,734713,103
48,4126,734713,191
48,4126,734713,232
48,4126,734713,270
48,4126,734713,278
48,4126,734713,360
48,7641,734753,96
48,7641,734753,112
48,7641,734753,158
48,7641,734753,191
48,7641,734753,258
48,7641,734753,324
48,7641,734753,360
48,9780,734777,21
48,9780,734777,32
48,9780,734777,126
48,9780,734777,128
48,9780,734777,232
48,9780,734777,278
48,9780,734777,327
48,9780,734777,338
48,14281,734851,96
48,14281,734851,105
48,14281,734851,131
48,14281,734851,191
48,14281,734851,230
48,14281,734851,231
48,14281,734851,360
48,14281,734851,354
48,14281,734851,374
49,50,734496,48
49,50,734496,121
49,50,734496,211
49,50,734496,217
49,50,734496,207
49,50,734496,251
50,52,734499,232
50,52,734499,326
51,54,734500,48
51,54,734500,181
51,54,734500,198
51,54,734500,245
51,54,734500,279
51,54,734500,290
52,55,734500,86
52,55,734500,319
53,56,734500,37
54,57,734500,230
54,57,734500,231
54,57,734500,324
54,1330,734639,10
54,1330,734639,191
55,59,734503,367
56,140,734503,86
56,140,734503,135
56,165,734531,40
56,165,734531,86
56,165,734531,120
56,165,734531,251
56,263,734573,40
56,263,734573,120
56,263,734573,251
56,263,734573,270
56,263,734573,278
56,263,734573,363
56,370,734584,275
56,370,734584,363
56,370,734584,375
56,737,734614,86
56,737,734614,135
56,737,734614,217
56,737,734614,211
56,737,734614,327
56,737,734614,331
56,737,734614,363
56,1417,734642,40
56,1417,734642,121
56,1417,734642,203
56,1417,734642,217
56,1417,734642,251
56,1417,734642,363
56,1417,734642,346
56,2366,734664,86
56,2366,734664,120
56,2894,734677,59
56,2894,734677,90
56,2894,734677,133
56,2894,734677,363
56,2894,734677,374
56,3629,734699,41
